id,part,topic,question,file_path
285,1,Bike,Do you think using bicycles should be encouraged?,mp3_files/audio_num_285.mp3
286,1,Dreams,Do you often have dreams when you sleep?,mp3_files/audio_num_286.mp3
287,1,Dreams,Do you usually remember your dreams?,mp3_files/audio_num_287.mp3
288,1,Dreams,Do you think dreams are important to remember?,mp3_files/audio_num_288.mp3
289,1,Dreams,Do you ever have daydream?,mp3_files/audio_num_289.mp3
290,1,Dreams,What kind of daydreams do you usually have?,mp3_files/audio_num_290.mp3
291,1,Drinks,What is your favourite drink?,mp3_files/audio_num_291.mp3
292,1,Drinks,Is it common for people to drink tea and coffee in your country?,mp3_files/audio_num_292.mp3
293,1,Drinks,Did you prefer different drinks as a child?,mp3_files/audio_num_293.mp3
294,1,Drinks,Do you think it is important to drink lots of water?,mp3_files/audio_num_294.mp3
295,1,Drinks,What is a traditional drink in your country for celebrating?,mp3_files/audio_num_295.mp3
296,1,Entertainment,Do you prefer relaxing at home or going out in the evening? [Why?],mp3_files/audio_num_296.mp3
297,1,Entertainment,"When you go out for an evening, what do you like to do?",mp3_files/audio_num_297.mp3
298,1,Entertainment,How popular is this with other people in your country?,mp3_files/audio_num_298.mp3
299,1,Entertainment,Is there any kind of entertainment you do not like? [Why/Why not?],mp3_files/audio_num_299.mp3
300,1,Evening time,What do you often do in the evenings?,mp3_files/audio_num_300.mp3
301,1,Evening time,Do you do the same thing every evening?,mp3_files/audio_num_301.mp3
302,1,Evening time,Do you prefer to spend your evenings with family or friends?,mp3_files/audio_num_302.mp3
303,1,Evening time,Do you ever work or study in the evenings?,mp3_files/audio_num_303.mp3
304,1,Evening time,What is a popular activity for young people in your country in the evenings?,mp3_files/audio_num_304.mp3
305,1,Evening time,Do you do the same thing in the evenings as you did when you were a child?,mp3_files/audio_num_305.mp3
306,1,Evening time,Do you often go to the cinema?,mp3_files/audio_num_306.mp3
307,1,Evening time,What kinds of movies do you like to watch?,mp3_files/audio_num_307.mp3
308,1,Evening time,Did you like to go to the cinema when you were a child?,mp3_files/audio_num_308.mp3
309,1,Evening time,Do you prefer to go alone or with friends?,mp3_files/audio_num_309.mp3
310,1,Family,Do you spend much time with your family?,mp3_files/audio_num_310.mp3
311,1,Family,Who are you closest to in your family?,mp3_files/audio_num_311.mp3
312,1,Family,Do you prefer spending time with your family or friends?,mp3_files/audio_num_312.mp3
313,1,Family,Is family important in your country?,mp3_files/audio_num_313.mp3
314,1,Family,Do you have a large family or a small family?,mp3_files/audio_num_314.mp3
315,1,Family,How much time do you manage to spend with members of your family?,mp3_files/audio_num_315.mp3
316,1,Family,What sorts of things do you like to do together?,mp3_files/audio_num_316.mp3
317,1,Family,Did/Do you get on well with your family? [Why?/why not],mp3_files/audio_num_317.mp3
318,1,Fashion,Do you always follow trendy fashion? [Why?/Why not?],mp3_files/audio_num_318.mp3
319,1,Fashion,How has fashion changed in your country in recent years?,mp3_files/audio_num_319.mp3
320,1,Fashion,Is maintaining fashion expensive in your country? [Why?/Why not?],mp3_files/audio_num_320.mp3
321,1,Fashion,Do you think fashion is an important part of our life? [Why?/Why not?],mp3_files/audio_num_321.mp3
322,1,Fast food,What kinds of fast food have you tried? [Why/Why not?],mp3_files/audio_num_322.mp3
323,1,Fast food,Do you ever use a microwave to cook food quickly? [Why/Why not?],mp3_files/audio_num_323.mp3
324,1,Fast food,How popular are fast food restaurants where you live? [Why/Why not?],mp3_files/audio_num_324.mp3
325,1,Fast food,When would you go to a fast-food restaurant? [Why/Why not?],mp3_files/audio_num_325.mp3
327,1,Festivals,Tell me about the most important festival in your country.,mp3_files/audio_num_327.mp3
328,1,Festivals,What special food and activities are connected with this festival?,mp3_files/audio_num_328.mp3
329,1,Festivals,What do you most enjoy about it?,mp3_files/audio_num_329.mp3
330,1,Festivals,Do you think festivals are important for a country? [Why?],mp3_files/audio_num_330.mp3
331,1,Flowers and plants,Do you have a favourite flower or plant? [Why/Why not?],mp3_files/audio_num_331.mp3
332,1,Flowers and plants,What kinds of flowers and plants grow near where you live? [Why/Why not?],mp3_files/audio_num_332.mp3
333,1,Flowers and plants,Is it important to you to have flowers and plants in your home? [Why/Why not?],mp3_files/audio_num_333.mp3
334,1,Flowers and plants,Have you ever bought flowers for someone else? [Why/Why not?],mp3_files/audio_num_334.mp3
335,1,Flowers and plants,Do you like to have flowers in your home? [Why/Why not?],mp3_files/audio_num_335.mp3
336,1,Flowers and plants,Where would you go to buy flowers? [Why?],mp3_files/audio_num_336.mp3
337,1,Flowers and plants,On what occasions would you give someone flowers?,mp3_files/audio_num_337.mp3
338,1,Flowers and plants,Are flowers important in your culture? [Why/Why not?],mp3_files/audio_num_338.mp3
339,1,Flowers and plants,On what occasions would you give someone flowers,mp3_files/audio_num_339.mp3
340,1,Food and cooking,What sorts of food do you like eating most? [Why?],mp3_files/audio_num_340.mp3
341,1,Food and cooking,Who normally does the cooking in your home?,mp3_files/audio_num_341.mp3
342,1,Food and cooking,Do you watch cookery programmes on TV? [Why/Why not?],mp3_files/audio_num_342.mp3
343,1,Food and cooking,"In general, do you prefer eating out or eating at home? [Why?]",mp3_files/audio_num_343.mp3
344,1,Food and cooking,What kinds of food do you like to eat?,mp3_files/audio_num_344.mp3
345,1,Food and cooking,What kind of new food would you like to try? [Why?],mp3_files/audio_num_345.mp3
346,1,Food and cooking,Do you like cooking? [Why/Why not?],mp3_files/audio_num_346.mp3
347,1,Food and cooking,What was the last meal you cooked?,mp3_files/audio_num_347.mp3
348,1,Food and cooking,Do you prefer home-cooked food or food from restaurants? [Why?],mp3_files/audio_num_348.mp3
349,1,Food and cooking,What's your favourite food?,mp3_files/audio_num_349.mp3
350,1,Food and cooking,Have you always liked the same food?,mp3_files/audio_num_350.mp3
351,1,Food and cooking,Is there any food you dislike?,mp3_files/audio_num_351.mp3
352,1,Food and cooking,What is a common meal in your country?,mp3_files/audio_num_352.mp3
353,1,Food and cooking,Do you have a healthy diet?,mp3_files/audio_num_353.mp3
354,1,Food and cooking,What do you think of fast food?,mp3_files/audio_num_354.mp3
355,1,Friends,Do you have many friends? [Why/Why not?],mp3_files/audio_num_355.mp3
356,1,Friends,How often do you go out with friends? [Why/Why not?],mp3_files/audio_num_356.mp3
357,1,Friends,Tell me about your best friend at school.,mp3_files/audio_num_357.mp3
358,1,Friends,How friendly are you with your neighbours? [Why/Why not?],mp3_files/audio_num_358.mp3
359,1,Friends,"Which is more important to you, friends or family? [Why?]",mp3_files/audio_num_359.mp3
360,1,Friends,Are your friends mostly your age or different ages? [Why?],mp3_files/audio_num_360.mp3
361,1,Friends,Do you usually see your friends during the week or at weekends? [Why?],mp3_files/audio_num_361.mp3
362,1,Friends,"The last time you saw your friends, what did you do together?",mp3_files/audio_num_362.mp3
363,1,Friends,In what ways are your friends important to you?,mp3_files/audio_num_363.mp3
364,1,Friends,Do you prefer to have one particular friend or a group of friends? [Why?],mp3_files/audio_num_364.mp3
365,1,Friends,What do you like doing most with your friend(s)?,mp3_files/audio_num_365.mp3
366,1,Friends,Do you think it's important to keep in contact with friends you knew as a child? [Why/Why not?],mp3_files/audio_num_366.mp3
367,1,Friends,What makes a friend into a good friend?,mp3_files/audio_num_367.mp3
368,1,Friends,What do you like doing most with your friend/s?,mp3_files/audio_num_368.mp3
369,1,Games,What games are popular in your country? [Why?],mp3_files/audio_num_369.mp3
370,1,Games,Do you play any games? [Why/Why not?],mp3_files/audio_num_370.mp3
371,1,Games,How do people learn to play games in your country?,mp3_files/audio_num_371.mp3
372,1,Games,Do you think it's important for people to play games? [Why/Why not?],mp3_files/audio_num_372.mp3
373,1,Geography,Do you like geography?,mp3_files/audio_num_373.mp3
374,1,Geography,Have you ever studied geography at school?,mp3_files/audio_num_374.mp3
375,1,Geography,Are you good at reading a map?,mp3_files/audio_num_375.mp3
376,1,Geography,Would you visit a country because of its geographical location?,mp3_files/audio_num_376.mp3
377,1,Giving gifts,When do people give gifts or presents in your country?,mp3_files/audio_num_377.mp3
378,1,Giving gifts,Do you ever take a gift when you visit someone in their home? [Why/Why not?],mp3_files/audio_num_378.mp3
379,1,Giving gifts,When did you last receive a gift? [What was it?],mp3_files/audio_num_379.mp3
380,1,Giving gifts,Do you enjoy looking for gifts for people? [Why/Why not?],mp3_files/audio_num_380.mp3
381,1,Going Out,Do you often go out in the evenings?,mp3_files/audio_num_381.mp3
382,1,Going Out,What do you like to do when you go out?,mp3_files/audio_num_382.mp3
383,1,Going Out,Do you prefer going out on your own or with friends?,mp3_files/audio_num_383.mp3
384,1,Going Out,How often do you go out in a week?,mp3_files/audio_num_384.mp3
385,1,Going Out,Where do most young people like to go out in your country?,mp3_files/audio_num_385.mp3
386,1,Handwriting,Do you have good handwriting?,mp3_files/audio_num_386.mp3
387,1,Handwriting,How did you learn your handwriting?,mp3_files/audio_num_387.mp3
388,1,Handwriting,Do you like receiving hand-written letters?,mp3_files/audio_num_388.mp3
389,1,Handwriting,How important is handwriting in this era of computers?,mp3_files/audio_num_389.mp3
390,1,Happiness,Are you a happy person?,mp3_files/audio_num_390.mp3
391,1,Happiness,What usually makes you happy or unhappy?,mp3_files/audio_num_391.mp3
392,1,Happiness,Does the weather ever affect how you feel?,mp3_files/audio_num_392.mp3
393,1,Happiness,What makes you smile?,mp3_files/audio_num_393.mp3
394,1,Happiness,Do you think people in your country are generally happy people?,mp3_files/audio_num_394.mp3
395,1,History,Do you like to learn about history?,mp3_files/audio_num_395.mp3
396,1,History,What historical event do you find interesting?,mp3_files/audio_num_396.mp3
397,1,History,Do you think history is important?,mp3_files/audio_num_397.mp3
398,1,History,Do you consider archaeology to be an important science?,mp3_files/audio_num_398.mp3
399,1,Hobbies,Do you have a hobby?,mp3_files/audio_num_399.mp3
400,1,Hobbies,What equipment do you need for it?,mp3_files/audio_num_400.mp3
401,1,Hobbies,Do you think hobbies should be shared with other people?,mp3_files/audio_num_401.mp3
402,1,Hobbies,Did you have a hobby as a child?,mp3_files/audio_num_402.mp3
403,1,Hobbies,What hobbies are popular in your country?,mp3_files/audio_num_403.mp3
404,1,Hobbies,Why do you think people have hobbies?,mp3_files/audio_num_404.mp3
405,1,Home & Accommodation,Do you live in a house or a flat?,mp3_files/audio_num_405.mp3
406,1,Home & Accommodation,Can you describe the place where you live?,mp3_files/audio_num_406.mp3
407,1,Home & Accommodation,How tong have you lived there?,mp3_files/audio_num_407.mp3
408,1,Home & Accommodation,Please describe the room you live in,mp3_files/audio_num_408.mp3
409,1,Home & Accommodation,What part of your home do you like the most?,mp3_files/audio_num_409.mp3
410,1,Home & Accommodation,Who do you live with?,mp3_files/audio_num_410.mp3
411,1,Home & Accommodation,What room does your family spend most of the time in?,mp3_files/audio_num_411.mp3
412,1,Home & Accommodation,What do you usually do in your flat?,mp3_files/audio_num_412.mp3
413,1,Home & Accommodation,What kinds of accommodation do you Iive in?,mp3_files/audio_num_413.mp3
414,1,Home & Accommodation,Where is your home?,mp3_files/audio_num_414.mp3
415,1,Home & Accommodation,Who do you live with?,mp3_files/audio_num_415.mp3
416,1,Home & Accommodation,Ase there many rooms in your home?,mp3_files/audio_num_416.mp3
417,1,Home & Accommodation,What is your favourite room?,mp3_files/audio_num_417.mp3
418,1,Home & Accommodation,How are the walls decorated?,mp3_files/audio_num_418.mp3
419,1,Home & Accommodation,What would you change about your home?,mp3_files/audio_num_419.mp3
420,1,Home & Accommodation,Do you plan to live there in the future?,mp3_files/audio_num_420.mp3
421,1,Home & Accommodation,What facilities are there near your home?,mp3_files/audio_num_421.mp3
422,1,Home & Accommodation,What is your neighbourhood like?,mp3_files/audio_num_422.mp3
423,1,Home & Accommodation,Do most people live in houses in your country?,mp3_files/audio_num_423.mp3
424,1,Hometown,Where is your hometown?,mp3_files/audio_num_424.mp3
425,1,Hometown,Do you like your hometown?,mp3_files/audio_num_425.mp3
426,1,Hometown,Do you often visit your hometown?,mp3_files/audio_num_426.mp3
427,1,Hometown,What is your hometown like?,mp3_files/audio_num_427.mp3
428,1,Hometown,What is the oldest place in your hometown?,mp3_files/audio_num_428.mp3
429,1,Hometown,What is there for a foreigner to do or see in your hometown?,mp3_files/audio_num_429.mp3
430,1,Hometown,How could your hometown be improved?,mp3_files/audio_num_430.mp3
431,1,Hometown,Has your hometown changed much since you were a child?,mp3_files/audio_num_431.mp3
432,1,Hometown,Is there good public transportation in your hometown?,mp3_files/audio_num_432.mp3
433,1,Hometown,Do you think your hometown is a good place to bring up children?,mp3_files/audio_num_433.mp3
434,1,Hometown,Do you have a pet?,mp3_files/audio_num_434.mp3
435,1,Hometown,Do you like animals?,mp3_files/audio_num_435.mp3
436,1,Hometown,What's your favourite animal?,mp3_files/audio_num_436.mp3
437,1,Hometown,What is a popular pet to have in your country?,mp3_files/audio_num_437.mp3
438,1,Hometown,Did you have a pet as a child?,mp3_files/audio_num_438.mp3
439,1,Hometown,Why do people have pets?,mp3_files/audio_num_439.mp3
440,1,Humour,What types of programmes do you find funny on TV?,mp3_files/audio_num_440.mp3
441,1,Humour,What types of programmes are most popular in your country? Why do you think this is the case?,mp3_files/audio_num_441.mp3
442,1,Humour,What kind of things make you laugh? Why?,mp3_files/audio_num_442.mp3
443,1,Humour,Do you like to make people laugh? How?,mp3_files/audio_num_443.mp3
444,1,Humour,Do you think it is important to have a sense of humour?,mp3_files/audio_num_444.mp3
445,1,Internet,How often do you go online?,mp3_files/audio_num_445.mp3
446,1,Internet,What do you use the internet for?,mp3_files/audio_num_446.mp3
447,1,Internet,How do you get online?,mp3_files/audio_num_447.mp3
448,1,Internet,Do you have your own computer?,mp3_files/audio_num_448.mp3
449,1,Internet,What's your favourite website?,mp3_files/audio_num_449.mp3
450,1,Internet,Do you think children should be allowed unsupervised access to the internet?,mp3_files/audio_num_450.mp3
451,1,Job,Are you working or studying?,mp3_files/audio_num_451.mp3
452,1,Job,How long have you been working for this company?,mp3_files/audio_num_452.mp3
453,1,Job,What are your job responsibilities?,mp3_files/audio_num_453.mp3
454,1,Job,What do you like about work you do?,mp3_files/audio_num_454.mp3
455,1,Job,What do you want to change or improve in it?,mp3_files/audio_num_455.mp3
456,1,Keeping in contact with people,How do you usually contact your friends? [Why?],mp3_files/audio_num_456.mp3
457,1,Keeping in contact with people,Do you prefer to contact different people in different ways? [Why?],mp3_files/audio_num_457.mp3
458,1,Keeping in contact with people,Do you find it easy to keep in contact with friends and family? [Why/Why not?],mp3_files/audio_num_458.mp3
459,1,Keeping in contact with people,"In your country, did people in the past keep in contact in the same ways as they do today? [Why/Why not?]",mp3_files/audio_num_459.mp3
460,1,Languages,How many foreign languages do you speak?,mp3_files/audio_num_460.mp3
461,1,Languages,When did you start learning your first foreign language?,mp3_files/audio_num_461.mp3
462,1,Languages,How many foreign languages do children in your country learn at school?,mp3_files/audio_num_462.mp3
463,1,Languages,Do you think it is important to learn a foreign language?,mp3_files/audio_num_463.mp3
464,1,Laughing,What kinds of thing make you laugh?,mp3_files/audio_num_464.mp3
465,1,Laughing,Do you like making other people laugh? [Why/Why not?],mp3_files/audio_num_465.mp3
466,1,Laughing,Do you think it’s important for people to laugh? [Why/Why not?],mp3_files/audio_num_466.mp3
467,1,Laughing,"Is laughing the same as feeling happy, do you think? [Why/Why not?]",mp3_files/audio_num_467.mp3
468,1,Law,Why do you think law and order are important?,mp3_files/audio_num_468.mp3
469,1,Law,Who/which department is most responsible for enforcing the law?,mp3_files/audio_num_469.mp3
470,1,Law,Should laws be more universal?,mp3_files/audio_num_470.mp3
471,1,Law,Is there any law you think is too strict? [Why?/Why not?],mp3_files/audio_num_471.mp3
472,1,Law,How do people in your country generally think about obeying laws?,mp3_files/audio_num_472.mp3
473,1,Leisure Time,What is your favourite leisure activity?,mp3_files/audio_num_473.mp3
474,1,Leisure Time,What did you enjoy doing in your free time as a child?,mp3_files/audio_num_474.mp3
475,1,Leisure Time,Do you prefer to spend your free time with other people or alone?,mp3_files/audio_num_475.mp3
476,1,Leisure Time,What is a common leisure activity in your country?,mp3_files/audio_num_476.mp3
477,1,Leisure Time,Do most people in your country get two days off a week?,mp3_files/audio_num_477.mp3
478,1,Leisure Time,Do you think leisure time is important?,mp3_files/audio_num_478.mp3
479,1,Leisure Time,Do you have any hobbies or interests? [What are they?],mp3_files/audio_num_479.mp3
480,1,Leisure Time,How did you become interested in (whatever hobby/ interest the candidate mentions)?,mp3_files/audio_num_480.mp3
481,1,Leisure Time,How do you usually spend your holidays?,mp3_files/audio_num_481.mp3
482,1,Leisure Time,Is there anywhere you would particularly like to visit? [Why?],mp3_files/audio_num_482.mp3
483,1,Leisure Time,How did you become interested in,mp3_files/audio_num_483.mp3
484,1,Leisure Time,What is there to do in your free time in,mp3_files/audio_num_484.mp3
485,1,Living place,Where do you live?,mp3_files/audio_num_485.mp3
486,1,Living place,What kind of place is it?,mp3_files/audio_num_486.mp3
487,1,Living place,What is the most interesting part of your town/village?,mp3_files/audio_num_487.mp3
488,1,Living place,What kind of jobs do the people in your town/village do?,mp3_files/audio_num_488.mp3
489,1,Living place,Would you say it is a good place to live? (why?),mp3_files/audio_num_489.mp3
490,1,Living place,What kind of jobs do the people in your town/village do,mp3_files/audio_num_490.mp3
491,1,Living place,Which part of your country do most people live in?,mp3_files/audio_num_491.mp3
492,1,Living place,Tell me about the main industries there.,mp3_files/audio_num_492.mp3
493,1,Living place,How easy is it to travel around your country?,mp3_files/audio_num_493.mp3
494,1,Living place,Has your country changed much since you were a child?,mp3_files/audio_num_494.mp3
495,1,Meeting places,Where is your favorite place to meet with your friends?,mp3_files/audio_num_495.mp3
496,1,Meeting places,Do you think there are some places more suitable for meeting with others?,mp3_files/audio_num_496.mp3
497,1,Meeting places,Are there any differences between your favorite meeting places in the present and in your childhood?,mp3_files/audio_num_497.mp3
498,1,Meeting places,Why are some meeting places better than others?,mp3_files/audio_num_498.mp3
499,1,Music,What types of music do you like to listen to? [Why?],mp3_files/audio_num_499.mp3
500,1,Music,At what times of day do you like to listen to music? [Why?],mp3_files/audio_num_500.mp3
501,1,Music,Did you learn to play a musical instrument when you were a child? [Why/Why not?],mp3_files/audio_num_501.mp3
502,1,Music,Do you think all children should learn to play a musical instrument? [Why/Why not?],mp3_files/audio_num_502.mp3
503,1,Music,Do you like music?,mp3_files/audio_num_503.mp3
504,1,Music,What's your favourite type of music?,mp3_files/audio_num_504.mp3
505,1,Music,Can you sing?,mp3_files/audio_num_505.mp3
506,1,Music,Did you learn music at school?,mp3_files/audio_num_506.mp3
507,1,Music,"If you could leam a musical instrument, what would it be?",mp3_files/audio_num_507.mp3
508,1,Music,Do you think music is important?,mp3_files/audio_num_508.mp3
509,1,Musical instruments,Which instrument do you like listening to the most? [Why?],mp3_files/audio_num_509.mp3
510,1,Musical instruments,Have you ever learned to play a musical instrument? [Which one?],mp3_files/audio_num_510.mp3
511,1,Musical instruments,Do you think children should learn to play a musical instrument at school? [Why/Why not?],mp3_files/audio_num_511.mp3
512,1,Musical instruments,How easy would it be to learn to play an instrument without a teacher? [Why?],mp3_files/audio_num_512.mp3
513,1,Name,Who gave you your name?,mp3_files/audio_num_513.mp3
514,1,Name,"Does your name have any particular (or, special) meaning?",mp3_files/audio_num_514.mp3
515,1,Name,Do you like your name?,mp3_files/audio_num_515.mp3
516,1,Name,"In your country, do people feel that their names are very important?",mp3_files/audio_num_516.mp3
517,1,Name,Did your parents choose your name(s)?,mp3_files/audio_num_517.mp3
518,1,Name,How did your parents choose your name(s)?,mp3_files/audio_num_518.mp3
519,1,Name,Does your name have any special meaning?,mp3_files/audio_num_519.mp3
520,1,Name,Is your name common or unusual in your country?,mp3_files/audio_num_520.mp3
521,1,Name,"If you could change your name, would you? [Why/Why not?]",mp3_files/audio_num_521.mp3
522,1,Neighbours & Neighbourhood,Do you like your neighbours?,mp3_files/audio_num_522.mp3
523,1,Neighbours & Neighbourhood,Are neighbours usually close to each other in your country?,mp3_files/audio_num_523.mp3
524,1,Neighbours & Neighbourhood,What is your neighbourhood like?,mp3_files/audio_num_524.mp3
525,1,Neighbours & Neighbourhood,Do you think your neighbourhood is a good place for children?,mp3_files/audio_num_525.mp3
526,1,Neighbours & Neighbourhood,How could your neighbourhood be improved?,mp3_files/audio_num_526.mp3
527,1,Neighbours & Neighbourhood,Do you think it is important to have a good relationship with your neighbours?,mp3_files/audio_num_527.mp3
528,1,Neighbours & Neighbourhood,How well do you know the people who live next door to you?,mp3_files/audio_num_528.mp3
529,1,Neighbours & Neighbourhood,How often do you see them? [Why/Why not?],mp3_files/audio_num_529.mp3
530,1,Neighbours & Neighbourhood,What kinds of problem do people sometimes have with their neighbours?,mp3_files/audio_num_530.mp3
531,1,Neighbours & Neighbourhood,How do you think neighbours can help each other?,mp3_files/audio_num_531.mp3
532,1,Newspapers,How do you usually get your news?,mp3_files/audio_num_532.mp3
533,1,Newspapers,Do you often read the newspapers?,mp3_files/audio_num_533.mp3
534,1,Newspapers,What kind of news do you usually follow?,mp3_files/audio_num_534.mp3
535,1,Newspapers,How do most people get the news in your country?,mp3_files/audio_num_535.mp3
536,1,Newspapers,Do you think international news is important?,mp3_files/audio_num_536.mp3
537,1,Newspapers and Magazines,Which magazines and newspapers do you read? [Why?],mp3_files/audio_num_537.mp3
538,1,Newspapers and Magazines,What kinds of article are you most interested in? [Why?],mp3_files/audio_num_538.mp3
539,1,Newspapers and Magazines,Have you ever read a newspaper or magazine in a foreign language? [When/Why?],mp3_files/audio_num_539.mp3
540,1,Newspapers and Magazines,Do you think reading a newspaper or magazine in a foreign language is a good way to learn the language? [Why/Why not?],mp3_files/audio_num_540.mp3
541,1,Noise,Do you live in a noisy area?,mp3_files/audio_num_541.mp3
542,1,Noise,What kinds of sounds you you hear on a daily basis?,mp3_files/audio_num_542.mp3
543,1,Noise,Where do you go to spend time in peace and quiet?,mp3_files/audio_num_543.mp3
544,1,Noise,Ase there any sounds which you think are pleasant?,mp3_files/audio_num_544.mp3
545,1,Noise,Do you have any noisy friends?,mp3_files/audio_num_545.mp3
546,1,Old buildings,Have you ever seen some old buildings in the City?,mp3_files/audio_num_546.mp3
547,1,Old buildings,Do you think we should preserve old buildings in cities?,mp3_files/audio_num_547.mp3
548,1,Old buildings,Do you prefer living in an old building or a modern house?,mp3_files/audio_num_548.mp3
549,1,Old buildings,Are there any old buildings you want to see in the future? Why?,mp3_files/audio_num_549.mp3
550,1,Online Information,Is online information reliable?,mp3_files/audio_num_550.mp3
551,1,Online Information,Do you think there is too much information online?,mp3_files/audio_num_551.mp3
552,1,Online Information,Which sources do you usually use to get information from online? [Why?],mp3_files/audio_num_552.mp3
553,1,Online Information,How do you verify if information or news is true that you get from social media platforms?,mp3_files/audio_num_553.mp3
554,1,Patience,Are you a patient person?,mp3_files/audio_num_554.mp3
555,1,Patience,Do you ever get impatient?,mp3_files/audio_num_555.mp3
556,1,Patience,When was the last time you lost your patience?,mp3_files/audio_num_556.mp3
557,1,Patience,Which person in your family is the most patient?,mp3_files/audio_num_557.mp3
558,1,People you study,Who do you spend most time studying/working with? [Why?],mp3_files/audio_num_558.mp3
559,1,People you study,What kinds of things do you study/work on with other people? [Why?],mp3_files/audio_num_559.mp3
560,1,People you study,Are there times when you study/work better by yourself? [Why/Why not?],mp3_files/audio_num_560.mp3
561,1,People you study,Is it important to like the people you study/work with? [Why/Why not?],mp3_files/audio_num_561.mp3
562,1,Pets,Do you have a pet or ever had a pet? What it is/was?,mp3_files/audio_num_562.mp3
563,1,Pets,What kind of pets do people like to have in your country?,mp3_files/audio_num_563.mp3
564,1,Pets,What kinds of pets are common in your country?,mp3_files/audio_num_564.mp3
565,1,Pets,Do many people in your country have pets? [Why? /Why not?],mp3_files/audio_num_565.mp3
566,1,Pets,Do you have a pet?,mp3_files/audio_num_566.mp3
567,1,Pets,Do you like animals?,mp3_files/audio_num_567.mp3
568,1,Pets,What's your favourite animal?,mp3_files/audio_num_568.mp3
569,1,Pets,What is a popular pet to have in your country?,mp3_files/audio_num_569.mp3
570,1,Pets,Did you have a pet as a child?,mp3_files/audio_num_570.mp3
571,1,Pets,Why do people have pets?,mp3_files/audio_num_571.mp3
572,1,Photographs,What type of photos do you like taking? [Why/Why not?],mp3_files/audio_num_572.mp3
573,1,Photographs,What do you do with the photos you take?,mp3_files/audio_num_573.mp3
574,1,Photographs,"When you visit other places, do you take photos or buy postcards? [Why/Why not?]",mp3_files/audio_num_574.mp3
575,1,Photographs,Do you like people taking photos of you? [Why/Why not?],mp3_files/audio_num_575.mp3
576,1,Public Facilities,Are there many public facilities in your country?,mp3_files/audio_num_576.mp3
577,1,Public Facilities,Do you go to a park often? [Why?/ Why not?],mp3_files/audio_num_577.mp3
578,1,Public Facilities,Do you think parks should be free of charge? [Why?/ Why not?],mp3_files/audio_num_578.mp3
579,1,Public Facilities,What public facilities do you use often?,mp3_files/audio_num_579.mp3
580,1,Puzzles,Did you do puzzles in your childhood?,mp3_files/audio_num_580.mp3
581,1,Puzzles,"When do you do puzzles, during a trip or when you feel bored?",mp3_files/audio_num_581.mp3
582,1,Puzzles,Do you like doing word puzzles or number puzzles? Which is more difficult for you?,mp3_files/audio_num_582.mp3
583,1,Puzzles,Do you think it is good for old people to do puzzles?,mp3_files/audio_num_583.mp3
584,1,Reading,Do you often read?,mp3_files/audio_num_584.mp3
585,1,Reading,What is your favourite kind of book to read?,mp3_files/audio_num_585.mp3
586,1,Reading,Do you often read newspapers?,mp3_files/audio_num_586.mp3
587,1,Reading,Do you have any e-books?,mp3_files/audio_num_587.mp3
588,1,Reading,What books did you read as a child?,mp3_files/audio_num_588.mp3
589,1,Reading,Do you think it is important to encourage children to read?,mp3_files/audio_num_589.mp3
590,1,School,Did you go to a secondary/high school near to where you lived? [Why/Why not?],mp3_files/audio_num_590.mp3
591,1,School,What did you like about your secondary/high school? [Why?],mp3_files/audio_num_591.mp3
592,1,School,Tell me about anything you did not like at your school.,mp3_files/audio_num_592.mp3
593,1,School,How do you think your school could be improved? [Why/Why not?],mp3_files/audio_num_593.mp3
594,1,School,Did you go to a secondary/high school near to where you lived? [Why/Why not],mp3_files/audio_num_594.mp3
595,1,Shopping,Do you like shopping?,mp3_files/audio_num_595.mp3
596,1,Shopping,What's your favourite shop?,mp3_files/audio_num_596.mp3
597,1,Shopping,Do you prefer shopping alone or with others?,mp3_files/audio_num_597.mp3
598,1,Shopping,What kinds of shops are there where you live?,mp3_files/audio_num_598.mp3
599,1,Shopping,Have you ever bought anything online?,mp3_files/audio_num_599.mp3
600,1,Shopping,Do you think men and women have different opinions about shopping?,mp3_files/audio_num_600.mp3
601,1,Sitting down,Where is your favorite place to sit?,mp3_files/audio_num_601.mp3
602,1,Sitting down,Do you always sit down for a long time?,mp3_files/audio_num_602.mp3
603,1,Sitting down,Do you feel sleepy when you are sitting down?,mp3_files/audio_num_603.mp3
604,1,Sitting down,When you were a kid. did you usually sit on the floor?,mp3_files/audio_num_604.mp3
605,1,Snacks,Do you like snacks?,mp3_files/audio_num_605.mp3
606,1,Snacks,What kinds of snacks are popular in your country?,mp3_files/audio_num_606.mp3
607,1,Snacks,Do you think eating snacks is good for your health?,mp3_files/audio_num_607.mp3
608,1,Social network,What kinds of social networking websites do you like to use?,mp3_files/audio_num_608.mp3
609,1,Social network,Do you use social networking sites?,mp3_files/audio_num_609.mp3
610,1,Social network,What kind of people do you like to be friends with on those websites?,mp3_files/audio_num_610.mp3
611,1,Spending Time Alone,Do you spend a lot of time by yourself?,mp3_files/audio_num_611.mp3
612,1,Spending Time Alone,What do you usually do when you are alone?,mp3_files/audio_num_612.mp3
613,1,Spending Time Alone,Has what you do when you are by yourself changed a lot since your childhood?,mp3_files/audio_num_613.mp3
614,1,Spending Time Alone,Do you think it is important to have time for yourself?,mp3_files/audio_num_614.mp3
615,1,Sport,What types of sports do you like?,mp3_files/audio_num_615.mp3
